RouteID|BeginPoint|EndPoint|ValueNumeric|Comments|ValueDate|StateCode|BeginDate|ValueText|DataItem
3940003000000|4.6|7.27|8|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|0.0|1.39|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|1.39|6.27|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|6.27|11.63|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|11.63|13.54|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|13.54|14.26|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|14.26|15.22|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|15.22|15.62|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|15.62|15.95|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|15.95|16.23|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|16.23|17.3|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|17.3|18.13|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|18.13|20.37|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|20.37|23.0|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|23.0|23.4|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|23.4|23.46|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|23.46|23.5|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|23.5|24.53|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|24.53|25.9|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
02100810000NB|25.9|26.0|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|0.35|2.2|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|4.9|6.17|7|New 2021||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|6.17|6.27|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|6.47|7.58|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|10.52|10.84|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|10.84|11.15|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|14.55|14.9|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|15.57|15.79|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|15.79|16.09|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|6.381|6.47|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
0230009000000|7.584|9.95|7|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
1230093000000|9.71|13.45|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
19203400000NB|11.9|12.047|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
19203400000NB|12.88|13.26|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
19203400000NB|13.26|13.82|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
19203400000NB|14.66|14.7|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
19203400000NB|14.7|14.86|2|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
19203400000NB|14.86|14.9|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
19203400000NB|14.9|15.31|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
29202200000NB|12.61|13.26|3|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2930093000000|0.0|3.42|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
3630028000000|24.07|25.57|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42202500000NB|9.71|12.45|2|||54|01/01/2022||THICKNESS_FLEXIBLE
4730032000000|16.09|16.45|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|26.37|29.12|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42202190000NB|17.4|19.15|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|34.47|34.78|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|0.0|3.69|2|||54|01/01/2022||THICKNESS_FLEXIBLE
47202190000NB|22.16|25.83|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|34.79|37.89|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42202190000NB|27.85|30.16|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42202190000NB|8.74|9.68|2|||54|01/01/2022||THICKNESS_FLEXIBLE
4730032000000|14.79|16.09|2|||54|01/01/2022||THICKNESS_FLEXIBLE
4240011000000|2.48|2.491|2|||54|01/01/2022||THICKNESS_FLEXIBLE
47202190000NB|26.1|27.76|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|6.01|7.15|2|||54|01/01/2022||THICKNESS_FLEXIBLE
3830039000000|27.78|28.08|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42200330000EB|10.26|10.99|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|4.37|6.01|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42202190000NB|19.15|21.44|2|||54|01/01/2022||THICKNESS_FLEXIBLE
47202190000NB|5.57|7.37|2|||54|01/01/2022||THICKNESS_FLEXIBLE
36200330000EB|5.49|5.92|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42200330000EB|9.5|9.74|2|||54|01/01/2022||THICKNESS_FLEXIBLE
4730032000000|0.0|3.26|2|||54|01/01/2022||THICKNESS_FLEXIBLE
3830092000000|0.0|5.83|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|14.15|14.67|2|||54|01/01/2022||THICKNESS_FLEXIBLE
4272254001900|0.0|0.3|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42202190000NB|0.0|3.24|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42202190000NB|15.89|17.4|2|||54|01/01/2022||THICKNESS_FLEXIBLE
47300320005SB|0.04|0.19|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|19.58|21.84|2|||54|01/01/2022||THICKNESS_FLEXIBLE
4240031000000|0.0|1.81|2|||54|01/01/2022||THICKNESS_FLEXIBLE
47202190000NB|13.1|17.49|2|||54|01/01/2022||THICKNESS_FLEXIBLE
47202190000NB|17.49|18.0|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42202190000NB|21.48|21.67|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|7.77|9.82|2|||54|01/01/2022||THICKNESS_FLEXIBLE
42202190000NB|8.55|8.74|2|||54|01/01/2022||THICKNESS_FLEXIBLE
38202190000NB|3.69|4.37|2|||54|01/01/2022||THICKNESS_FLEXIBLE
4730093000000|0.0|0.15|2|||54|01/01/2022||THICKNESS_FLEXIBLE
08100790000NB|39.91|41.43|9|||54|01/01/2022||THICKNESS_FLEXIBLE
08100790000NB|41.43|44.6|9|||54|01/01/2022||THICKNESS_FLEXIBLE
20100640000EB|53.75|54.37|7|||54|01/01/2022||THICKNESS_FLEXIBLE
27200350000NB|17.85|17.98|13|||54|01/01/2022||THICKNESS_FLEXIBLE
27200350000NB|16.41|16.6|13|||54|01/01/2022||THICKNESS_FLEXIBLE
20100640000EB|52.73|53.75|7|||54|01/01/2022||THICKNESS_FLEXIBLE
27200350000NB|17.98|18.322|13|||54|01/01/2022||THICKNESS_FLEXIBLE
27200350000NB|8.53|8.85|13|||54|01/01/2022||THICKNESS_FLEXIBLE
27200350000NB|17.413|17.59|13|||54|01/01/2022||THICKNESS_FLEXIBLE
27200350000NB|16.64|17.28|13|||54|01/01/2022||THICKNESS_FLEXIBLE
20100790000NB|16.04|19.22|9|||54|01/01/2022||THICKNESS_FLEXIBLE
40100640000EB|31.77|32.57|9|||54|01/01/2022||THICKNESS_FLEXIBLE
40100640000EB|36.27|38.68|9|||54|01/01/2022||THICKNESS_FLEXIBLE
40100640000EB|34.45|36.27|9|||54|01/01/2022||THICKNESS_FLEXIBLE
40100640000EB|40.46|41.546|9|||54|01/01/2022||THICKNESS_FLEXIBLE
40100640000EB|33.45|34.45|9|||54|01/01/2022||THICKNESS_FLEXIBLE
40100640000EB|32.57|33.45|9|||54|01/01/2022||THICKNESS_FLEXIBLE
24200520000EB|0.0|1.09|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
24200520000EB|2.54|3.72|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
24200520000EB|5.19|6.4|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
24200520000EB|6.4|7.91|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
24200520000EB|9.59|12.82|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
24200520000EB|24.59|26.77|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|0.06|1.73|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|4.05|6.18|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|9.47|10.14|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|13.75|14.05|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|16.06|19.56|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|19.56|20.79|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|20.79|22.05|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|22.05|23.76|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|23.76|24.86|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|29.19|29.41|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430016000000|32.7|35.38|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430083000000|0.0|6.42|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430083000000|6.42|7.46|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430083000000|7.94|8.06|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430083000000|17.6|18.01|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2430083000000|14.092|17.6|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2440009000000|7.87|9.2|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200190000NB|2.88|3.87|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200190000NB|5.34|5.4|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200190000NB|5.4|5.5|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200190000NB|5.5|6.01|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200190000NB|6.01|7.44|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200190000NB|10.76|11.7|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200520000EB|12.97|13.39|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200520000EB|13.44|13.67|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200520000EB|0.0|0.58|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200520000EB|4.12|5.2|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200520000EB|14.91|15.37|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200520000EB|6.96|7.76|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200520004NB|0.0|0.22|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28200520018EB|0.0|0.02|9|New 2021||54|01/01/2022||THICKNESS_FLEXIBLE
28204600000EB|0.029|1.06|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28204600000EB|1.33|2.9|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28204600000EB|2.9|3.09|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28204600000EB|4.29|5.38|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28204600000EB|13.48|14.72|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
28204600000EB|14.72|15.15|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2830020000000|4.23|5.2|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2830020000000|10.32|11.4|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2830020000000|12.05|12.78|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2830104000000|1.65|1.93|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2830104000000|1.93|1.95|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2830104000000|1.95|2.65|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2830598000000|0.0|2.13|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2830598000000|2.4|2.59|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2830598000000|2.59|2.98|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840007050000|0.0|0.324|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840007050000|0.343|1.11|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840007050000|1.11|1.83|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840007050000|1.836|2.1|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840011000000|0.08|0.58|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840014000000|0.0|0.63|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840016000000|1.7|2.5|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840016000000|2.5|2.614|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840016010000|0.59|0.74|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840016100000|0.0|0.66|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840019290000|2.54|3.32|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840021010000|0.0|0.89|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840024000000|0.0|0.3|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840024000000|0.3|2.789|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840025000000|0.0|0.57|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840025000000|0.57|1.53|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840027000000|0.0|1.57|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840027000000|2.12|2.59|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
2840052200000|0.001|0.82|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190000NB|0.0|2.17|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190000NB|2.17|6.47|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190000NB|17.18|17.95|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190000NB|18.31|18.41|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190000NB|18.41|18.64|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190000NB|18.64|19.33|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190000NB|19.8|21.61|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190000NB|23.31|24.09|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190000NB|16.669|16.925|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190014NB|0.0|2.0|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190014NB|2.0|2.3|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190014NB|2.3|2.7|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190023EB|0.034|1.1|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190023EB|1.1|1.2|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190023EB|1.2|1.36|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
41200190023EB|0.0|0.033|9|New 2021||54|01/01/2022||THICKNESS_FLEXIBLE
41200190023EB|0.033|0.034|9|New 2021||54|01/01/2022||THICKNESS_FLEXIBLE
4130003000000|37.1|37.73|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130003000000|35.98|36.18|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130003000000|36.23|36.49|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|8.47|9.485|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|12.0|14.12|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|14.42|14.72|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|14.72|15.08|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|15.65|15.81|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|18.53|18.82|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|18.82|18.96|9|New 2021||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|18.96|19.79|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|9.485|9.8|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130016000000|15.08|15.4|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130041000000|0.0|0.71|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130041000000|1.85|1.9|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130041000000|1.99|2.19|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130054000000|2.48|4.86|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130054000000|4.86|5.72|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130054000000|6.35|6.54|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130054000000|6.54|7.1|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130054000000|7.1|7.41|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130054000000|7.41|8.84|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130054000000|10.14|10.33|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130061000000|2.604|3.29|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130210000000|1.2|1.89|6|New 2021||54|01/01/2022||THICKNESS_FLEXIBLE
4130210000000|1.89|2.79|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4130307000000|4.55|5.59|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140001000000|1.95|3.4|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140001000000|3.4|4.14|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140003180000|2.77|3.51|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140004030000|0.0|0.47|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140006000000|0.0|0.14|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140006000000|0.91|1.13|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140006020000|1.57|1.69|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140006030000|0.53|1.48|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140006090000|0.6|1.37|9|New 2021||54|01/01/2022||THICKNESS_FLEXIBLE
4140008000000|0.0|0.11|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140008000000|0.19|0.75|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140008010000|1.02|1.6|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140008030000|0.0|0.65|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140009000000|5.28|5.54|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140011000000|0.0|1.26|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140016100000|0.53|0.9|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140016160000|0.0|0.42|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140016390000|0.0|0.64|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140018000000|2.99|3.0|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140018000000|3.0|3.51|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140018000000|3.51|4.41|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140019030000|0.387|0.5|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140019030000|0.5|0.98|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140019210000|3.73|5.14|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140025000000|3.7|5.9|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140030000000|4.27|4.52|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140041210000|0.0|1.63|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
4140048000000|0.0|1.9|6|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
55200520000EB|0.0|1.4|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
55200520000EB|4.78|7.65|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
55200520000EB|7.65|8.34|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
5530010000000|24.14|24.38|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
5530016000000|1.73|3.33|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
5530016000000|6.42|8.95|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
5530016000000|10.99|11.4|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
5530097000000|21.56|22.26|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
5530097000000|22.83|23.2|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
5530097000000|28.09|32.88|9|same as 2020||54|01/01/2022||THICKNESS_FLEXIBLE
1540507000000|1.16|3.33|3|||54|01/01/2022||THICKNESS_FLEXIBLE
1540005000000|1.85|3.76|3|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067120000|0.0|0.39|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067130000|0.0|0.3|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067140000|0.0|0.16|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067150000|0.0|0.22|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067160000|0.0|0.08|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067170000|0.0|0.05|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067180000|0.0|0.05|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067190000|0.0|0.17|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067200000|0.0|0.25|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540067210000|0.0|0.11|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540007000000|2.48|5.63|1|||54|01/01/2022||THICKNESS_FLEXIBLE
0540010000000|0.0|2.1|3|||54|01/01/2022||THICKNESS_FLEXIBLE
2640012000000|0.24|0.28|3|||54|01/01/2022||THICKNESS_FLEXIBLE
26202500000NB|29.1|29.82|3|||54|01/01/2022||THICKNESS_FLEXIBLE
26202500000NB|21.6|22.56|3|||54|01/01/2022||THICKNESS_FLEXIBLE
2640010000000|0.0|0.44|1|||54|01/01/2022||THICKNESS_FLEXIBLE
